URL	Label	Label	Label
www.medterms.com/*	BAD
www.umm.edu/*	BAD
chemocare.com/*	BAD
my.clevelandclinic.org/*	BAD
www.cancer.gov/*	BAD
www.childrenshospital.org/*	BAD
www.lpch.org/*	BAD
www.petsandparasites.org/*	BAD
en.wikipedia.org/*		BAD
www.webmd.com/*			BAD
www.onhealth.com/*		BAD
www.rituxan.com/*	BAD
www.gene.com/*	BAD
www.news-medical.net/*	BAD
www.patient.co.uk/*	BAD
www.nhlbi.nih.gov/*	BAD
www.chw.org/*	BAD
www.netdoctor.co.uk/*	BAD
www.merckmanuals.com/*	BAD
www.merckmanuals.com/professional/index.html/*	BAD
ahdc.vet.cornell.edu/*	BAD
www.cancer.org/*	BAD
www.hopkinsvasculitis.org/*	BAD
eyewiki.aao.org/*	BAD
www.marvistavet.com/*	BAD
www.nhs.uk/*	BAD
www.biogenidec.com/*	BAD
www.nativeremedies.com/*	BAD
www.hopkinsmedicine.org/*	BAD
www.ucmp.berkeley.edu/*	BAD
www.bws-support.org.uk/*	BAD
www.stanford.edu/*	BAD
www.geteyesmart.org/*	BAD
www.ashp.org/*	BAD
labtestsonline.org/*	BAD
www.intelihealth.com/*	BAD
www.puristat.com/*	BAD
www.localhealth.com/*	BAD
www.sciencedaily.com/*	BAD
www.lls.org/*	BAD
www.bbc.co.uk/*	BAD
www.earthlife.net/*	BAD
cardiosmart.org/*	BAD
www.nhlcyberfamily.org/*	BAD
discovermagazine.com/*	BAD
www.lymphoma.org/*	BAD
www.ttis.unt.edu/*	BAD
www.thirdage.com/*	BAD
www.biooncology.com/*	BAD
www.medindia.net/*	BAD
bioweb.uwlax.edu/*	BAD
www.healthtap.com/*	BAD
www.sigmaaldrich.com/*	BAD
www.petwave.com/*	BAD
www.vcahospitals.com/*	BAD
www.med.nyu.edu/*	BAD
www.chop.edu/*	BAD
www.merckvetmanual.com/*	BAD
www.lymphomainfo.net/*	BAD
www.msdsonline.com/*	BAD
www.texasheartinstitute.org/*	BAD
eol.org/*	BAD
www.cedars-sinai.edu/*	BAD
www.cancer.net/*	BAD
www.cincinnatichildrens.org/*	BAD
www.aapos.org/*	BAD
www.phac-aspc.gc.ca/id-mi/index-eng.php/*	BAD
www.stlukeseye.com/*	BAD
www.columbia.edu/*	BAD
www.healthline.com/*	BAD
www.mcwdn.org/*	BAD
www.cdph.ca.gov/*	BAD
chealth.canoe.ca/*	BAD
www.rndsystems.com/*	BAD
www.cancerresearchuk.org/*	BAD
www.cssassociation.org/*	BAD
www.biology-online.org/*	BAD
digestive.niddk.nih.gov/*	BAD
www.rarediseases.org/*	BAD
us.gsk.com/*	BAD
www.medfriendly.com/*	BAD
www.capcvet.org/*	BAD
www.aoa.org/*	BAD
www.uwlax.edu/*	BAD
rarediseases.info.nih.gov/*	BAD
en.bab.la/*	BAD
www.cat-world.com.au/*	BAD
www.cfsph.iastate.edu/*	BAD
www.bupa.co.uk/*	BAD
www.mrcophth.com/*	BAD
www.freemd.com/*	BAD
www.peteducation.com/*	BAD
ehealthforum.com/*	BAD
pediatrics.med.nyu.edu/*	BAD
www.vocabulary.com/*	BAD
www.breastcancer.org/*	BAD
www.amgen.com/*	BAD
medicalcenter.osu.edu/*	BAD
www.metroplexbaby.com/*	BAD
www.marchofdimes.com/*	BAD
www.lexic.us/*	BAD
www.medialabinc.net/*	BAD
cal.vet.upenn.edu/*	BAD
keckmedicalcenterofusc.org/*	BAD
www.ninds.nih.gov/*	BAD
news.cancerconnect.com/*	BAD
kidney.niddk.nih.gov/*	BAD
rituxan.tmgcard.com/*	BAD
faculty.alverno.edu/*	BAD
www.aaom.com/*	BAD
www.uphs.upenn.edu/*	BAD
www.selleckchem.com/*	BAD
www.americanpregnancy.org/*	BAD
www.tocris.com/*	BAD
www.pedisurg.com/*	BAD
theoncologist.alphamedpress.org/*	BAD
www.everydiet.org/*	BAD
www.healthboards.com/*	BAD
www.oncolink.org/*	BAD
www.medhelp.org/*	BAD
www.reference.com/*	BAD
www.nhm.ac.uk/*	BAD
www.med.umich.edu/*	BAD
www.linguee.com/*	BAD
telemedicine.orbis.org/*	BAD
community.babycenter.com/*	BAD
www.health.ny.gov/*	BAD
www.medify.com/*	BAD
www.lung.org/*	BAD

